obs,Comments,time..2,elapsed,date,hhmmss,averaging,id,machine,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccCO2_soda,CO2_hrs,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,week
11,NA,1664293080,50,9/27/22 10:38,10:38:00,5,a_y_350_101,ozzie,1664293072,0.002931679,2.931679206,11.83342595,297.3647712,180.3660088,16.43050224,27.08854386,0.176593931,2.76716635,0.170563416,0.107126797,321.5091923,25.79102157,25.79102157,3.332757199,58.36061509,1.811199447,3.103461887,1.521557752,-129.287053,-178.6237855,-13.68064182,-0.082288089,-5.69741275,2.963435497,11.83342595,280.014287,280.4816424,-3.114484053,65.09214721,2.931679206,16.44065634,19.8847979,0.000353454,127.013379,4,1,1,0,49021,1999.99,1681.1889,0.840598653,0.1607554,6,0.5,0: Broadleaf,2,TRUE,1664293072,297.3647857,291.5863929,19.88246071,16.39766786,291.79475,19.59371071,500.0897143,90.99528571,0.100050654,24.59367857,25.06520714,999.9,0,0,10002.5,0,11.22195714,5.778437857,303.397,296.4462143,3.484786786,291.5863929,16.39766786,1.80921,1.492110714,15.86658929,12.88740714,1999.99,0.979996393,0.020003514,0,871.4348929,5.00063,17041.80357,17256.78214,37.25,37.29871429,36.75,36.58,38.125,1955.08,39.91,0,1664293067,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,4.813852927,13.91623861,1.444147169,0,3.539626585,-0.861468711,0.088095014,0,0,2,0/2,2.97361,2.75413,0.0644413,0.0641209,0.0913409,0.0809398,36538,39859.8,35387.8,38622.8,45573,51252.2,55287,61930.7,1.99,1.8416,0.11304,0,23.2021,999.9,57.13,29.89,26.5784,60.1593,49.7636,1,-0.117033,2.51621,20.0962,5.20052,12.004,4.9748,3.2932,9999,9999,712,9999,1.86313,1.86798,1.86777,1.8689,1.86978,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.431,0.2888,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7175.2,7175.1,0.710449,2.60986,1.54785,2.2998,1.34644,2.28882,33.6029,24.0963,18,494.776,401.336,19.4717,25.6819,30,25.6583,25.6054,14.2075,42.4463,77.4593,19.4383,251.354,16.6312,102.581,103.097,7
12,NA,1664293085,55,9/27/22 10:38,10:38:05,5,a_y_350_101,ozzie,1664293078,0.002913464,2.913463801,10.97566289,281.0210974,172.0214387,15.67022336,25.59950317,0.175951923,2.767577854,0.169965234,0.106749182,321.5122069,25.77232697,25.77232697,3.329066441,58.45669446,1.811625547,3.099089957,1.517440894,-128.4837536,-179.37796,-13.73344085,-0.082947526,-6.35374466,2.903676081,10.97566289,263.3612015,264.8598485,-3.111367825,65.09214721,2.913463801,16.52229012,19.89117063,0.006085538,127.013379,4,1,1,0,48048,2000.008889,1681.204766,0.840598647,0.160755389,6,0.5,0: Broadleaf,2,TRUE,1664293078,281.0211111,274.3775926,19.8873,16.4731,275.5458519,19.59835185,500.1341111,90.99464444,0.099950967,24.57010741,25.0611037,999.9,0,0,10005,0,11.2072963,6.643473333,286.7231481,278.9724444,3.41419,274.3775926,16.4731,1.809636296,1.498964074,15.87027778,12.95752593,2000.008889,0.979996556,0.020003341,0,863.1939259,5.00063,16881.88148,17256.94815,37.25,37.28903704,36.75,36.57133333,38.125,1955.098889,39.91,0,1664293072,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,6.154852927,10.02560028,1.050784647,0,3.458007317,-0.810658328,0.08436749,0,0,2,0/2,2.97335,2.75402,0.0613588,0.061036,0.0913683,0.0809627,36657.4,39991.7,35386.8,38623.4,45571,51250.8,55286.4,61930.6,1.9894,1.8424,0.113755,0,23.1884,999.9,57.038,29.87,26.5076,60.3793,50.2204,1,-0.117033,2.53059,20.0961,5.19932,12.004,4.9752,3.293,9999,9999,712,9999,1.86313,1.86798,1.86771,1.86893,1.86981,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.343,0.2892,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7175.3,7175.2,0.679932,2.61475,1.54785,2.2998,1.34644,2.35718,33.6029,24.0963,18,494.386,401.76,19.4121,25.6819,30,25.6583,25.6033,13.5078,41.8928,77.4593,19.3798,231.201,16.6939,102.579,103.097,7
13,NA,1664293090,60,9/27/22 10:38,10:38:10,5,a_y_350_101,ozzie,1664293082,0.002816979,2.816978771,9.857537558,266.6683807,165.2044176,15.04937954,24.29229031,0.169842956,2.768198603,0.164258868,0.103148206,321.5133533,25.77772199,25.77772199,3.33013118,58.54084997,1.811969591,3.095222553,1.518161589,-124.2287638,-183.338748,-14.03244666,-0.086605145,-7.111071533,2.86066881,9.857537558,246.9061452,249.6346606,-3.08333524,65.09214721,2.816978771,16.57936187,19.89363636,-0.00026646,127.013379,5,1,1,0,48749,2000.016071,1681.2108,0.840598645,0.160755385,6,0.5,0: Broadleaf,2,TRUE,1664293082,266.6683929,259.0536071,19.89087857,16.52771786,261.2765,19.60179286,500.20225,90.9955,0.100003111,24.54923214,25.05520714,999.9,0,0,10008.57143,0,11.20303214,7.614797143,272.0803214,263.40625,3.363146071,259.0536071,16.52771786,1.809978929,1.503948929,15.87323571,13.00827857,2000.016071,0.979996821,0.020003057,0,856.8239643,5.00063,16756.35714,17257.02143,37.25,37.28985714,36.75,36.571,38.125,1955.106071,39.91,0,1664293077,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,6.896236098,11.27846132,1.175965583,0,3.402478049,-0.655653449,0.06775909,0,0,2,0/2,2.97523,2.75441,0.05826,0.0574913,0.0913705,0.0812055,36779.2,40143,35387.6,38623.7,45570.9,51238,55286.6,61931.7,1.9904,1.841,0.113726,0,23.1747,999.9,56.989,29.89,26.517,60.2693,49.4752,1,-0.1175,2.54767,20.0962,5.19932,12.004,4.976,3.2934,9999,9999,712,9999,1.86319,1.86798,1.86771,1.8689,1.86981,1.86584,1.86688,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.256,0.2892,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7175.4,7175.3,0.64209,2.60742,1.54785,2.2998,1.34644,2.44263,33.6029,24.105,18,495.016,400.991,19.3553,25.6798,30.0001,25.6561,25.6033,12.8384,41.6024,77.0711,19.334,217.778,16.7617,102.58,103.099,7
14,NA,1664293095,64.5,9/27/22 10:38,10:38:14,5,a_y_350_101,ozzie,1664293087,0.002765608,2.765608363,9.438636966,253.1325956,154.4439439,14.06930486,23.05949697,0.166800878,2.76767263,0.161410629,0.101351425,321.510597,25.77216303,25.77216303,3.329034091,58.61903756,1.8122324,3.091542399,1.516801691,-121.9633288,-185.4416176,-14.19427849,-0.088627928,-7.871721361,2.810331962,9.438636966,231.7775015,235.4021636,-3.163810971,65.09214721,2.765608363,16.64659625,19.8965,0.000135407,127.013379,4,1,1,0,49034,1999.998929,1681.196389,0.840598645,0.160755385,6,0.5,0: Broadleaf,2,TRUE,1664293087,253.1326071,244.54425,19.89354286,16.58978929,247.8192143,19.60435357,500.2354643,90.99648571,0.100028014,24.52934643,25.04993571,999.9,0,0,10005.35714,0,11.20894643,8.588433214,258.2706429,248.66875,3.303738929,244.54425,16.58978929,1.810240714,1.509613214,15.87550357,13.06579286,1999.998929,0.979996929,0.020002943,0,851.4289643,5.00063,16650.25357,17256.87857,37.25,37.2965,36.75,36.56425,38.125,1955.088929,39.90964286,0,1664293082,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,7.934283902,12.86781533,1.335616057,0,3.344114634,-0.751788293,0.077109902,0,0,2,0/2,2.97377,2.75389,0.0553517,0.0544567,0.0913997,0.0815119,36892.7,40271.9,35387.6,38623.4,45570,51220,55287.3,61930.7,1.99,1.8426,0.113994,0,23.1618,999.9,56.941,29.89,26.492,60.1993,49.5633,1,-0.117439,2.56767,20.0959,5.19932,12.004,4.9752,3.293,9999,9999,712,9999,1.86313,1.86798,1.86774,1.86893,1.86981,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.176,0.2895,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7175.4,7175.4,0.609131,2.61963,1.54785,2.29858,1.34644,2.26929,33.6029,24.0963,18,494.756,401.87,19.3146,25.6798,30.0001,25.6561,25.6033,12.2325,41.319,77.0711,19.334,197.569,16.8196,102.581,103.097,7
15,NA,1664293100,70,9/27/22 10:38,10:38:20,5,a_y_350_101,ozzie,1664293092,0.002714599,2.714598824,8.277858072,236.225097,147.9218812,13.47518332,21.51930778,0.163924404,2.764556411,0.158709666,0.099648246,321.5110454,25.76151247,25.76151247,3.326933031,58.72724994,1.812755056,3.086735813,1.514177975,-119.7138082,-187.5210777,-14.36697795,-0.090818434,-8.978761616,2.754178841,8.277858072,213.2249196,218.2847515,-3.167496687,65.09214721,2.714598824,16.73088513,19.91402517,0.000936286,127.013379,5,1,1,0,48897,2000.0025,1681.199326,0.840598612,0.160755322,6,0.5,0: Broadleaf,2,TRUE,1664293092,236.2251071,226.2337143,19.89925714,16.66078571,231.0096429,19.60983929,500.1197857,90.99651429,0.100105214,24.50334286,25.04046429,999.9,0,0,9986.964286,0,11.20421429,9.991461071,241.02125,230.0658571,3.238454643,226.2337143,16.66078571,1.810761429,1.516074643,15.87999643,13.13116071,2000.0025,0.979997143,0.020002714,0,845.5392857,5.00063,16535.18214,17256.90357,37.25,37.29871429,36.75,36.562,38.125,1955.0925,39.9075,0,1664293087,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,9.326757805,14.6696193,1.513355217,0,3.272057317,-0.715007666,0.073405641,0,0,2,0/2,2.97434,2.75412,0.0517193,0.0503052,0.0914383,0.0815764,37034.5,40449.2,35387.6,38623.9,45567.4,51216.7,55286.6,61931.3,1.9894,1.8416,0.115424,0,23.1474,999.9,56.867,29.89,26.4577,60.2293,50.0561,1,-0.117683,2.5256,20.0962,5.19812,12.004,4.9756,3.293,9999,9999,712,9999,1.86316,1.86798,1.86768,1.86893,1.86981,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.078,0.29,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7175.5,7175.5,0.571289,2.6123,1.54785,2.29858,1.34644,2.43042,33.6029,24.105,18,494.367,401.305,19.2718,25.6798,29.9999,25.6561,25.6012,11.4206,41.0255,76.6893,19.26,184.099,16.8802,102.58,103.098,7
16,NA,1664293105,74.5,9/27/22 10:38,10:38:24,5,a_y_350_101,ozzie,1664293097,0.002678475,2.678475442,7.401937648,222.564848,142.4497799,12.97668701,20.2748953,0.161971227,2.764647703,0.156878102,0.09849307,321.5135661,25.75069037,25.75069037,3.324799319,58.81838909,1.81331506,3.082905003,1.511484259,-118.120767,-189.0070005,-14.47804511,-0.092246539,-9.847213074,2.707128497,7.401937648,197.8122842,203.9823636,-3.175855656,65.09214721,2.678475442,16.76261476,19.91679441,-0.000452591,127.013379,3,1,1,0,48483,2000.018929,1681.213074,0.840598581,0.160755262,6,0.5,0: Broadleaf,2,TRUE,1664293097,222.5648571,211.4719286,19.90541429,16.72172857,217.4285357,19.61574286,500.0321429,90.99653929,0.100035425,24.48259286,25.0381,999.9,0,0,9987.5,0,11.20815714,11.09293107,227.085,215.0674286,3.1836675,211.4719286,16.72172857,1.811322857,1.521621071,15.88483929,13.18708214,2000.018929,0.97999725,0.0200026,0,841.5048929,5.00063,16456.68571,17257.05357,37.25,37.2965,36.75,36.562,38.125,1955.108929,39.90571429,0,1664293092,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,10.25010707,16.16763115,1.63519914,0,3.226809512,-0.737747875,0.075444053,0,0,2,0/2,2.97319,2.75367,0.0486326,0.0471613,0.0914573,0.0819779,37154.8,40582.6,35387.4,38623.5,45566.5,51194.2,55286.8,61931.4,1.9908,1.842,0.115186,0,23.1346,999.9,56.818,29.87,26.4032,60.0693,50.2043,1,-0.117683,2.52359,20.0956,5.20052,12.004,4.976,3.2932,9999,9999,712,9999,1.8631,1.86798,1.86768,1.86893,1.86975,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.996,0.2902,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7175.6,7175.6,0.53833,2.60986,1.54785,2.2998,1.34644,2.38403,33.6029,24.0963,18,495.256,401.525,19.2418,25.6776,29.9999,25.6539,25.6012,10.8056,40.7394,76.3094,19.26,163.959,16.933,102.58,103.098,7
17,NA,1664293110,80,9/27/22 10:38,10:38:30,5,a_y_350_101,ozzie,1664293102,0.002641682,2.6416818,6.653661323,205.3774918,132.491573,12.06960932,18.70931133,0.160143915,2.764659133,0.155163177,0.097411581,321.5138397,25.73476309,25.73476309,3.321661232,58.94665278,1.814436313,3.078098971,1.507224919,-116.4981674,-190.5186867,-14.59069865,-0.093712976,-10.94782589,2.658158553,6.653661323,179.4000505,186.568697,-3.193383736,65.09214721,2.6416818,16.85628849,19.93508112,0.003009066,127.013379,4,1,1,0,48487,2000.021786,1681.215379,0.840598533,0.160755169,6,0.5,0: Broadleaf,2,TRUE,1664293102,205.3775,192.8948929,19.91758929,16.79125,200.3406786,19.62743929,499.9868929,90.99715357,0.100031279,24.45652857,25.03188214,999.9,0,0,9987.5,0,11.20224286,12.4826,209.5510714,196.1882857,3.126323214,192.8948929,16.79125,1.812443571,1.5279575,15.89450714,13.25073929,2000.021786,0.979997357,0.020002486,0,837.1179286,5.00063,16372.33929,17257.07857,37.25,37.28542857,36.75,36.562,38.1205,1955.111786,39.9025,0,1664293097,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,11.75280439,14.46492125,1.467307215,0,3.155616098,-0.639432544,0.06581233,0,0,2,0/2,2.97359,2.75445,0.0447964,0.0427906,0.0915004,0.0820696,37304,40768.2,35386.9,38623,45563.4,51188,55285.9,61930.1,1.9898,1.8422,0.115246,0,23.1182,999.9,56.721,29.87,26.3597,60.0693,50.0681,1,-0.117683,2.53007,20.0967,5.19932,12.004,4.976,3.2938,9999,9999,712,9999,1.86316,1.86798,1.86774,1.86893,1.86978,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.898,0.2907,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7175.7,7175.6,0.500488,2.62573,1.54785,2.29858,1.34644,2.33765,33.6029,24.0963,18,494.607,401.635,19.2056,25.6776,29.9999,25.6539,25.6012,9.97926,40.7394,76.3094,19.1988,150.497,16.8361,102.578,103.096,7
18,NA,1664293115,84.5,9/27/22 10:38,10:38:34,5,a_y_350_101,ozzie,1664293107,0.002623985,2.623984843,5.789202614,191.5884214,127.5870164,11.62285192,17.45321675,0.15943833,2.768326564,0.154506981,0.09699722,321.5110796,25.72022684,25.72022684,3.318799469,59.03739838,1.81529174,3.074816624,1.50350773,-115.7177316,-191.2617161,-14.62581668,-0.094184719,-11.71100855,2.632783156,5.789202614,163.9883817,172.1849758,-3.187631575,65.09214721,2.623984843,16.86313797,19.94059301,0.000910645,127.013379,4,1,1,0,48350,2000.005,1681.201237,0.840598517,0.160755138,6,0.5,0: Broadleaf,2,TRUE,1664293107,191.5884286,178.1406429,19.92692143,16.83056786,186.6315,19.63641429,500.0048929,90.9975,0.099950561,24.43870714,25.029925,999.9,0,0,10009.10714,0,11.20224286,13.44782857,195.4837143,181.1895714,3.096353214,178.1406429,16.83056786,1.813300714,1.531540357,15.90190714,13.28666429,2000.005,0.979997357,0.020002486,0,834.1808214,5.00063,16316.02857,17256.92857,37.25,37.28542857,36.75,36.562,38.1205,1955.095,39.90107143,0,1664293102,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,12.67951073,14.2050092,1.44259907,0,3.122605854,-0.481208571,0.052439391,0,0,2,0/2,2.97414,2.75348,0.0415916,0.0394148,0.0915118,0.0820496,37429.4,40911.9,35387.1,38623,45563.2,51189.2,55286.4,61930.3,1.9902,1.8414,0.115186,0,23.1046,999.9,56.672,29.87,26.3375,60.1493,49.5473,1,-0.118272,2.51087,20.0958,5.19932,12.0052,4.9756,3.2932,9999,9999,712,9999,1.8631,1.86798,1.86771,1.8689,1.86975,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.816,0.2909,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7175.8,7175.7,0.465088,2.61841,1.54785,2.2998,1.34644,2.43896,33.6029,24.105,18,494.866,401.18,19.1842,25.6776,29.9999,25.6539,25.599,9.35549,40.7394,75.9259,19.1988,130.291,16.8361,102.579,103.096,7
19,NA,1664293120,90,9/27/22 10:38,10:38:40,5,a_y_350_101,ozzie,1664293112,0.002626493,2.626492965,4.976561248,174.254351,119.2312228,10.86164268,15.87410118,0.160203797,2.767354895,0.15522409,0.097449569,321.5062878,25.69516664,25.69516664,3.313870909,59.14306005,1.815844141,3.070257338,1.498026768,-115.8283398,-191.1531002,-14.61897595,-0.094128129,-12.71778482,2.62285862,4.976561248,145.353934,154.6640485,-3.213088053,65.09214721,2.626492965,16.83036931,19.92164476,-0.000294545,127.013379,4,1,1,0,48635,1999.975357,1681.176306,0.84059851,0.160755125,6,0.5,0: Broadleaf,2,TRUE,1664293112,174.2543571,159.54375,19.93301786,16.84880357,169.3975357,19.64227143,500.0775357,90.99728929,0.100012404,24.413925,25.01549643,999.9,0,0,10003.39286,0,11.20027143,14.71065,177.7983929,162.278,3.084214643,159.54375,16.84880357,1.813851071,1.533195714,15.90666429,13.30328214,1999.975357,0.97999725,0.0200026,0,831.1243571,5.00063,16255.12143,17256.66071,37.25,37.27214286,36.75,36.562,38.1115,1955.065357,39.9,0,1664293107,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,13.84412683,13.01370105,1.317148199,0,3.10066,-0.21267554,0.037525467,0,0,2,0/2,2.97431,2.75453,0.037542,0.0347691,0.0914769,0.0819421,37587.5,41109.3,35387.1,38622.6,45565.9,51194.4,55287.6,61929.6,1.9904,1.8418,0.116497,0,23.089,999.9,56.599,29.87,26.3007,60.2093,49.5192,1,-0.118171,2.47444,20.0973,5.19932,12.004,4.976,3.2932,9999,9999,712,9999,1.86319,1.86798,1.86777,1.86896,1.86978,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.717,0.2904,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7175.9,7175.8,0.426025,2.62939,1.54785,2.2998,1.34644,2.3291,33.6029,24.0963,18,494.993,401.4,19.1671,25.6755,30,25.6531,25.599,8.52051,40.7394,75.9259,19.1799,116.857,16.84,102.581,103.095,7
20,NA,1664293125,95,9/27/22 10:38,10:38:45,5,a_y_350_101,ozzie,1664293118,0.002574461,2.57446145,4.242816267,157.7310318,109.7311361,9.996187227,14.36883806,0.157020278,2.768533142,0.152235302,0.095564828,321.5070879,25.68793999,25.68793999,3.31245084,59.1985306,1.81525933,3.066392546,1.49719151,-113.53375,-193.2950951,-14.77439986,-0.096156967,-13.53236822,2.62964225,4.242816267,128.1953057,138.4932121,-3.232301226,65.09214721,2.57446145,16.82484308,19.90271608,-0.005427421,127.013379,4,1,1,0,48495,1999.98037,1681.180517,0.840598509,0.160755122,6,0.5,0: Broadleaf,2,TRUE,1664293118,157.731037,141.9935556,19.92664444,16.83466667,152.9696296,19.63614074,500.1152963,90.99710741,0.099982967,24.39289259,25.00527407,999.9,0,0,10010.37037,0,11.21874444,15.7376037,160.9382593,144.4251852,3.091975926,141.9935556,16.83466667,1.813267407,1.531906667,15.90163333,13.29038889,1999.98037,0.979997333,0.020002511,0,828.8362593,5.00063,16208.89259,17256.7,37.25,37.27296296,36.75,36.562,38.10633333,1955.07037,39.9,0,1664293112,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,14.92122927,13.8859338,1.407103469,0,3.085962927,0.074208293,0.011509431,1,1,2,2-Jan,2.97364,2.75307,0.0337592,0.0310668,0.0914041,0.0818153,37735.3,41267.4,35387.2,38623.1,45569.5,51202.1,55287.6,61930.4,1.9904,1.8414,0.117153,0,23.0754,999.9,56.55,29.87,26.2803,60.4293,50.2564,1,-0.118293,2.41939,20.0975,5.19812,12.0052,4.9748,3.2928,9999,9999,712,9999,1.86316,1.86798,1.86771,1.8689,1.86978,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.626,0.2896,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7175.9,7175.9,0.393066,2.63184,1.54785,2.2998,1.34644,2.41211,33.6029,24.0963,18,494.977,401.164,19.1673,25.6755,29.9999,25.6518,25.5969,7.86121,40.7394,75.5327,20.6059,96.7267,16.8084,102.581,103.097,7
21,NA,1664293130,100,9/27/22 10:38,10:38:50,5,a_y_350_101,ozzie,1664293122,0.002606353,2.606353452,3.503634644,143.0475671,103.6282448,9.440164886,13.03112507,0.159502804,2.769063496,0.154568802,0.097036088,321.5088731,25.66219775,25.66219775,3.307396693,59.23337329,1.814502948,3.063311858,1.492893746,-114.9401872,-191.9944685,-14.6690357,-0.09481837,-14.19633416,2.643965275,3.503634644,112.2852291,122.9905576,-3.128864494,65.09214721,2.606353452,16.78367035,19.96016014,-0.011994562,127.013379,4,1,1,0,48074,1999.991429,1681.189816,0.840598511,0.160755125,6,0.5,0: Broadleaf,2,TRUE,1664293122,143.0475714,126.4699643,19.91848214,16.80969643,138.3708929,19.6283,500.1248214,90.99648571,0.099961021,24.37611071,25.01071429,999.9,0,0,10013.57143,0,11.23575714,16.57773214,145.9548929,128.6325,3.108785357,126.4699643,16.80969643,1.8125125,1.529623214,15.89511071,13.26753214,1999.991429,0.979997357,0.020002486,0,827.1836071,5.00063,16175.41786,17256.79643,37.25,37.26328571,36.75,36.562,38.107,1955.081429,39.90035714,0,1664293117,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,15.83766585,10.28266411,1.093571472,0,3.095254634,0.146960488,0.016715938,0,0,2,0/2,2.97578,2.75396,0.0300436,0.0266476,0.0916541,0.0817844,37880.1,41455.7,35386.9,38623.2,45555.9,51203.9,55286.7,61930.6,1.991,1.841,0.118762,0,23.0638,999.9,56.501,29.87,26.258,60.3793,49.5873,1,-0.117602,-0.78464,20.1094,5.19812,12.004,4.9756,3.2934,9999,9999,712,9999,1.86319,1.86798,1.86774,1.8689,1.86981,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.538,0.2927,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7176,7176,0.355225,2.62817,1.54785,2.2998,1.34644,2.40723,33.6029,24.105,18,495.367,400.944,20.6145,25.6733,29.9993,25.6518,25.5969,7.08465,40.7394,75.1525,20.6102,83.1599,16.7484,102.579,103.097,7
